TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;39.566.711/0001-63;ITAÚ FLEXPREV MACRO OPPORTUNITIES MULTIMERCADO FUNDO DE INVESTIMENTO;2021-12-31;57088195.33
FI;39.566.756/0001-38;ITAÚ FLEXPREV GLOBAL DINÂMICO MASTER RENDA FIXA FUNDO DE INVESTIMENTO;2021-12-31;598476787.71
FI;39.566.824/0001-69;ITAÚ FLEXPREV MACRO OPPORTUNITIES MULTIMERCADO FUNDO DE INV EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;56084526.64
FI;39.568.933/0001-15;XP BIOMM FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;41769474.06
FI;39.568.954/0001-30;NAU CAPITAL IMPACTO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;4005868.67
FI;39.568.965/0001-10;MARESIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;8608416.87
FI;39.568.982/0001-58;CLIV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;21915423.19
FI;39.568.995/0001-27;MRP AZUL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;10091954.24
FI;39.569.018/0001-44;ITACOATIARA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;7900159.95
FI;39.572.895/0001-74;AQR LONG-BIASED EQUITIES FC DE FUNDOS DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR ÁGORA;2021-12-31;4496595.75
FI;39.572.994/0001-56;EASYNVEST TOP FUNDOS DE AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;5337734.28
FI;39.573.069/0001-40;ENTERCAPITAL PASCAL LONG BIAS FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;6980367.13
FI;39.573.112/0001-77;ENTERCAPITAL PASCAL LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;7002803.43
FI;39.573.262/0001-80;LCE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;123603218.76
FI;39.573.327/0001-98;SEQUOIA ROAD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;10303710.85
FI;39.573.427/0001-14;PORT MULTIGESTORES PLUS ICATU PREVIDENCIÁRIO QUALIFICADO FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;19848927.28
FI;39.573.508/0001-14;PORT MULTIGESTORES ICATU PREVIDENCIÁRIO QUALIFICADO FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;33002155.17
FI;39.573.599/0001-98;TURMALINA PARAÍBA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;21651295.26
FI;39.573.710/0001-46;JBFO PTR PIPE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;14987265.62
FI;39.573.804/0001-15;NAVI FENDER A FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;333660924.83
FI;39.573.883/0001-64;KAPITALO TARKUS ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;254060207.92
FI;39.580.984/0001-62;G8 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;7376796.64
FI;39.586.700/0001-45;FUNDO DE INVESTIMENTO EM AÇÕES HEIWA;2021-12-31;96312468.25
FI;39.586.715/0001-03;FRANKLIN TEMPLETON QP8 FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;169091453.05
FI;39.586.736/0001-29;RYAN JULIUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;180480500.95
FI;39.586.768/0001-24;ACE CAPITAL W MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;372990737.08
FI;39.586.784/0001-17;LIVE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;144390825.70
FI;39.586.800/0001-71;AP LS II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;42626597.61
FI;39.586.815/0001-30;BAHIA AM A PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO IQ;2021-12-31;2830082.54
FI;39.586.835/0001-00;KINEA IPCA DINÂMICO II ADVISORY RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;8423870.58
FI;39.586.848/0001-80;TRUXT B LONG BIAS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;83118686.19
FI;39.586.858/0001-15;KINEA IPCA DINÂMICO II FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;1618479887.11
FI;39.586.889/0001-76;BAHIA AM FOF PREVIDENCIÁRIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO IQ;2021-12-31;28097559.50
FI;39.593.288/0001-90;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST CAIXA RENDA FIXA PÓS FIXADO 60 PREVIDENCIÁRIO;2021-12-31;1520426554.53
FI;39.594.772/0001-34;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST CAIXA RENDA FIXA PÓS FIXADO 100 PREVIDENCIÁRIO;2021-12-31;1757402539.86
FI;39.594.941/0001-36;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CAIXA RENDA FIXA CURTO PRAZO;2021-12-31;59349119.35
FI;39.598.122/0001-67;PLURAL PREVIDÊNCIA FIE 2 FDO DE INVEST EM COTAS DE FDOS DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;9882929.57
FI;39.598.187/0001-02;SULAMÉRICA PANAMBY INNO PREV FIE I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-12-31;1132186.17
FI;39.598.239/0001-40;SULAMÉRICA PREV ARROJADO FUNDO DE INVESTIMENTO EM COTAS DE FI MULT CRÉDITO PRIVADO;2021-12-31;3962964.31
FI;39.599.579/0001-96;SULAMERICA ADAM PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;15656874.16
FI;39.599.654/0001-19;SULAMERICA OCCAM PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;10928194.34
FI;39.600.768/0001-31;BRAM FUNDO DE INVESTIMENTO EM AÇÕES SUSTENTABILIDADE EMPRESARIAL 2;2021-12-31;7840254.22
FI;39.602.730/0001-06;CHILTON US LONG & SHORT DOLAR ADVISORY MASTER FIA IE;2021-12-31;29117990.69
FI;39.602.765/0001-37;G EMERGING MARKET CORPORATE BONDS ADVISORY MASTER FIM CP IE;2021-12-31;10318109.81
FI;39.602.824/0001-77;G EMERGING MARKET CORPORATE BONDS ADVISORY FIC FIM CP IE;2021-12-31;5220874.23
FI;39.602.857/0001-17;NORDEA ALFA 10 DOLAR ADVISORY MASTER FIM IE;2021-12-31;28855932.93
FI;39.602.877/0001-98;NORDEA ALFA 10 DOLAR ADVISORY FIC FIM IE;2021-12-31;25609100.56
FI;39.602.901/0001-99;COMPASS LATAM CORPORATE DEBT ADVISORY FIC FIM CP IE;2021-12-31;1269740.87
FI;39.602.950/0001-21;COMPASS LATAM CORPORATE DEBT ADVISORY MASTER FIM CP IE;2021-12-31;4252494.41
FI;39.602.975/0001-25;BLACKROCK ESG MULTI-ASSET DOLAR ADVISORY FIC FIM IE;2021-12-31;10782871.52
FI;39.603.028/0001-59;BLACKROCK ESG MULTI-ASSET DOLAR ADVISORY MASTER FIM INVESTIMENTO NO EXTERIOR;2021-12-31;10766133.87
FI;39.603.050/0001-07;NORDEA GLOBAL STARS DOLAR ADVISORY FIC FIA IE;2021-12-31;31578420.41
FI;39.611.636/0001-05;BGT FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;27995499.08
FI;39.618.013/0001-64;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVEST CAIXA RENDA FIXA PÓS FIXADO 70 PREVIDENCIÁRIO;2021-12-31;1809989121.20
FI;39.618.868/0001-95;NEO RFDLI PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-12-31;118321492.92
FI;39.619.076/0001-35;NEO RFDLI PREV MASTER FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2021-12-31;118349866.14
FI;39.642.728/0001-52;VERDE AM LONG BIAS SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;96156898.57
FI;39.642.782/0001-06;GARDE RENDA FIXA PREV ITAÚ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO LONGO PRAZO;2021-12-31;122457398.29
FI;39.642.817/0001-07;GARDE RENDA FIXA PREV ITAÚ FUNDO DE INVESTIMENTO LONGO PRAZO;2021-12-31;122530652.47
FI;39.642.895/0001-01;ITAÚ FLEXPREV JURO REAL TARGET 2026 II RENDA FIXA FICFI;2021-12-31;40037502.24
FI;39.663.871/0001-20;FUNDO EXCLUSIVO TCHACO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;10188185.75
FI;39.665.916/0001-04;ENERGISAPREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;66399794.41
FI;39.668.623/0001-72;RIO-REC FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;10204750.78
FI;39.668.711/0001-74;MARANATHA FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;7317372.39
FI;39.668.765/0001-30;BANFF II FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;74619116.99
FI;39.668.814/0001-34;BMJ FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2021-12-31;31946202.59
FI;39.669.100/0001-40;SULAMÉRICA SAÚDE E BIOTECNOLOGIA FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;20544612.42
FI;39.669.175/0001-21;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA RENDA FIXA 40 MODERADO;2021-12-31;80316.91
FI;39.669.345/0001-78;BNB ICATU SEGUROS FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;69808406.85
FI;39.669.393/0001-66;GRIMPER MERU LONG BIAS FIFE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;2951643.55
FI;39.670.040/0001-86;OCEANO BANK FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;3311124.50
FI;39.682.049/0001-07;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA RENDA FIXA 60 MODERADO;2021-12-31;1237594.53
FI;39.682.282/0001-90;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA RENDA FIXA 70 MODERADO;2021-12-31;6455235.30
FI;39.682.337/0001-61;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO PREVIDENCIÁRIO CAIXA RENDA FIXA 80 MODERADO;2021-12-31;11595087.98
FI;39.687.466/0001-42;PANDHORA LONG BIAS I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;14388064.11
FI;39.687.505/0001-01;PANDHORA LONG BIAS I FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;14346777.86
FI;39.687.526/0001-27;SOLANA EQUITY HEDGE PARTNERS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;26872544.21
FI;39.687.555/0001-99;CTM GÊNESIS ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;17688540.63
FI;39.687.570/0001-37;CTM GÊNESIS ICATU PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;18057587.47
FI;39.687.606/0001-82;GLOBAL SUSTAIN FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR ÁGORA;2021-12-31;2627259.90
FI;39.687.666/0001-03;ALDEIA FORMOSA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;25037304.31
FI;39.687.877/0001-38;MANAGER ENCORE LONG BIAS S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;4190522.56
FI;39.687.889/0001-62;SAFRA GLOBAL TECH REAIS FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;29589378.24
FI;39.687.904/0001-72;SAFRA GLOBAL TECH REAIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IE;2021-12-31;29618005.43
FI;39.687.929/0001-76;SAFRA GLOBAL TECH REAIS V FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IE;2021-12-31;0.00
FI;39.687.947/0001-58;JAKARTA FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;11044099.78
FI;39.703.084/0001-65;ESPERANÇA JBFO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;25820149.64
FI;39.703.177/0001-90;PERFIN UTILITIES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;54789917.52
FI;39.703.185/0001-36;PERSEVERA COMPOUNDER ICATU PREV FC DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;3407646.92
FI;39.703.198/0001-05;FLIPER II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;30391810.18
FI;39.703.207/0001-68;FLIPER I FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;101919131.58
FI;39.703.214/0001-60;ICATU VANGUARDA TFO FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;101081333.17
FI;39.722.233/0001-33;SOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO IE;2021-12-31;14587126.61
FI;39.722.253/0001-04;QUANTUM INVESTIMENTOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO  PRIVADO;2021-12-31;105531.28
FI;39.723.038/0001-28;CANVAS VECTOR ICATU QUALIFICADO PREVIDÊNCIÁRIO F2 FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2021-12-31;40102605.32
FI;39.723.065/0001-09;OCCAM RETORNO ABSOLUTO SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2021-12-31;30640499.84
FI;39.723.078/0001-70;IP PREVIDENCIA ICATU QUALIFICADO FI EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;32710675.97
FI;39.723.086/0001-16;CGI P2 AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;17727178.54
FI;39.723.106/0001-59;SPARTA INFLAÇÃO MASTER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;12410432.43
FI;39.723.115/0001-40;VELT INTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;17272598.46
FI;39.723.131/0001-32;JGP EQ ESG PV ITAUXP FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;2010461.77
FI;39.723.146/0001-09;LYXOR BRIDGEWATER CORE GLOBAL MACRO USD FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;12244071.46
FI;39.723.160/0001-02;GAP I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;65431405.99
FI;39.723.190/0001-00;NORDEA GLOBAL STARS ADVISORY FIA IE;2021-12-31;31381416.01
FI;39.723.213/0001-87;NORDEA GLOBAL STARS DOLAR ADVISORY MASTER FIA IE;2021-12-31;70763644.49
FI;39.723.229/0001-90;BLACKROCK FUNDO DE INVESTIMENTO EM AÇÕES GLOBAIS ESG INVESTIMENTO NO EXTERIOR;2021-12-31;280327054.67
FI;39.723.244/0001-38;SYSTEMATICA BLUE TREND DOLAR ADVISORY FIC FIM IE;2021-12-31;10803256.57
FI;39.723.254/0001-73;SYSTEMATICA BLUE TREND DOLAR ADVISORY MÁSTER FIM IE;2021-12-31;14204595.04
FI;39.723.347/0001-06;SYSTEMATICA BLUE TREND ADVISORY FIC FIM IE;2021-12-31;115520652.75
FI;39.723.369/0001-68;SYSTEMATICA BLUE TREND ADVISORY MASTER FIM IE;2021-12-31;144870028.53
FI;39.723.384/0001-06;BNP PARIBAS JBFO INFLAÇÃO 5+ FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;317082962.13
FI;39.723.401/0001-05;BNP PARIBAS CAPITAL PROTEGIDO MASTER SUSTENTABILIDADE AGUA FIM;2021-12-31;37035030.62
FI;39.723.581/0001-25;3R PETROLEUM FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;1993112201.30
FI;39.723.590/0001-16;ARABIAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;5500876.62
FI;39.723.613/0001-92;RADAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;14639920.34
FI;39.723.626/0001-61;051 UNI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;19368348.71
FI;39.723.636/0001-05;ECONOMIA REAL C2 FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;16140997.37
FI;39.723.660/0001-36;INTER SELECTION GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;104905320.48
FI;39.725.856/0001-60;SELECTION MULTIMERCADO NOVOS GESTORES MÁSTER FI EM COTAS DE FI MULTIMERCADO;2021-12-31;26189232.55
FI;39.725.887/0001-10;FACHESF MULTIMERCADO FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO LONGO PRAZO;2021-12-31;519694671.31
FI;39.725.917/0001-99;SELECTION AÇÕES NOVOS GESTORES MÁSTER FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;7841035.94
FI;39.725.985/0001-58;SELECTION RF GLOBAL MÁSTER FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;110703584.45
FI;39.726.004/0001-97;GIANT SATOSHI FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;12080369.52
FI;39.726.030/0001-15;SELECTION RF GLOBAL FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;1947172.92
FI;39.726.057/0001-08;SELECTION MULTIMERCADO GLOBAL MÁSTER FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;432187671.38
FI;39.726.093/0001-71;SELECTION MULTIMERCADO NOVOS GESTORES FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2021-12-31;1880477.70
FI;39.726.116/0001-48;SELECTION MULTIMERCADO GLOBAL FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;2958372.33
FI;39.731.692/0001-83;NEBRASKA ATLAS FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;6909842.85
FI;39.736.976/0001-62;SELECTION AÇÕES NOVOS GESTORES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;1166540.64
FI;39.737.007/0001-26;CÉU AZUL PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;14114743.06
FI;39.737.043/0001-90;TORK PREV FIE 2 MULTISEG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;16057847.75
FI;39.737.075/0001-95;GROU ABSOLUTO 30 MASTER FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;44375393.26
FI;39.737.102/0001-20;ATALAYA ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;44220286.80
FI;39.737.170/0001-99;ATALAYA ABSOLUTO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;44137550.25
FI;39.737.225/0001-60;VELT ICATU PREV QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;5214654.43
FI;39.741.149/0001-67;SPX R VNC FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVE;2021-12-31;21947080.50
FI;39.741.188/0001-64;ABSOLUTE PACE PREV FIFE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;16150729.12
FI;39.741.199/0001-44;FRATER KINEA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;65306278.62
FI;39.753.015/0001-66;FDO DE INV EM COTAS DE FDOS DE INV PREVIDENCIÁRIO CAIXA MULTIMERCADO RENDA VARIÁVEL 49/70 125;2021-12-31;3584473.80
FI;39.753.076/0001-23;FDO DE INV EM COTAS DE FDOS DE INV PREVIDENCIÁRIO CAIXA MULTIMERCADO RENDA VARIÁVEL 49/70 150;2021-12-31;1341579.38
FI;39.753.127/0001-17;FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO - PLATINA III;2021-12-31;210088113.27
FI;39.753.323/0001-91;SNOWSTORM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;14666225.40
FI;39.753.377/0001-57;SEVEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;43952721.09
FI;39.768.652/0001-06;W HAUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;18699752.48
FI;39.768.752/0001-32;CANTEGRIL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;53668598.61
FI;39.768.799/0001-04;LCE FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I INVESTIMENTO NO EXTERIOR;2021-12-31;44953743.97
FI;39.768.839/0001-00;MFI FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;85503256.99
FI;39.768.878/0001-07;FP FOF OCCAM FIA;2021-12-31;142749540.20
FI;39.768.903/0001-52;KAIRÓS MACRO ICATU PREVIDÊNCIA FIE I FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;9949919.83
FI;39.768.963/0001-75;KAIRÓS MACRO PREVIDÊNCIA FIE II FUNDO DE INVESTIMENTO EM  COTAS DE FI MULT;2021-12-31;11595293.09
FI;39.773.578/0001-16;VELT IVP MASTER PREV FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;97572029.89
FI;39.773.725/0001-58;ABSOLUTE PACE A PREVIDENCIARIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES IQ;2021-12-31;16135436.42
FI;39.773.766/0001-44;TRUXT P LONG SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;74215518.47
FI;39.774.119/0001-57;INVEXA GLOBAL EQUITIES FUNDO DE INVESTIMENTO EM ACOES - BDR NIVEL I;2021-12-31;3017190.15
FI;39.774.164/0001-01;LEXUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;5309414.33
FI;39.774.320/0001-34;ROME FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;49929401.31
FI;39.774.367/0001-06;ORIGIN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;73358420.09
FI;39.774.403/0001-23;MONASHEES EXPANSION VENTURE CAPITAL ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;62564891.59
FI;39.774.521/0001-31;G5 JRZ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;19952414.97
FI;39.793.194/0001-65;SPECTRA V SPECIAL SITUATIONS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;72371387.94
FI;39.793.226/0001-22;MARAÚ BOLD FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;2230463.64
FI;39.794.446/0001-70;JPB FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;9763477.14
FI;39.794.518/0001-80;RVON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;41007165.40
FI;39.794.549/0001-30;BLUEMOON FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;61519032.72
FI;39.794.644/0001-34;OLIVIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;49695178.12
