TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FI;18.628.905/0001-76;JGP HEALTH CARE FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - INVESTIMENTO NO EXTERIOR;2021-12-31;36353634.29
FI;18.628.935/0001-82;K+ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;20249938.17
FI;18.628.956/0001-06;JYN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;148760584.25
FI;18.630.010/0001-76;BRASILPREV RT CLÁSSICO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;860521416.43
FI;18.630.011/0001-10;BRASILPREV RT CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;2660439275.76
FI;18.630.105/0001-90;XP ADVISORY DVORA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;15864366.81
FI;18.630.109/0001-78;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR CALBAR;2021-12-31;20548054.36
FI;18.635.495/0001-90;AVLFM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;21993254.92
FI;18.636.683/0001-33;ZEFER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;36014683.45
FI;18.644.532/0001-27;CSHG RAUL FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;30602318.79
FI;18.644.558/0001-75;CSHG ALLOCATION SPX NIMITZ CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;62419571.60
FI;18.644.570/0001-80;CSHG ALLOCATION SPX FALCON CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;648598302.67
FI;18.644.647/0001-11;CSHG VICOLETA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;25691503.71
FI;18.646.996/0001-72;BRASILPREV RT PREMIUM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;8502801933.01
FI;18.652.141/0001-54;CA INDOSUEZ AVANT-GARDE MÁSTER FIC FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;9369569.99
FI;18.652.179/0001-27;MATISSE FIC FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;13251454.15
FI;18.656.859/0001-19;CFO GLOBAL PORTFOLIO FIC DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;24101761.03
FI;18.674.152/0001-35;UNIO I FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;20664666.63
FI;18.679.201/0001-22;1262 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV IE;2021-12-31;534114822.17
FI;18.679.307/0001-26;CSHG POMBO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;20144725.51
FI;18.679.362/0001-16;CSHG AS 7.7 FUNDO DE INVESTIMENTO RENDA FIXA INF - CRÉDITO PRIVADO;2021-12-31;66396263.13
FI;18.679.668/0001-72;1270 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;146691720.32
FI;18.679.762/0001-21;CSHG PRAIA DA FAZENDA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉD PRIV INV EXT;2021-12-31;76703338.07
FI;18.679.873/0001-38;VERDE AM GLOBAL ALPHA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INV EXT;2021-12-31;17220726.14
FI;18.679.900/0001-72;CSHG INF 392 FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO;2021-12-31;554321653.97
FI;18.680.184/0001-43;TOP 288 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;3370033109.72
FI;18.680.808/0001-22;PORTO SEGURO RENDA FIXA MASTER PREVIDÊNCIA PRIVADA FUNDO DE INVESTIMENTO;2021-12-31;337236097.02
FI;18.681.157/0001-95;FACHESF ESTRATÉGIA ATIVA FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;984599319.03
FI;18.681.202/0001-01;FACHESF SÃO FRANCISCO HTE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;13767805.03
FI;18.683.208/0001-18;MAG MULTIESTRATEGIA FUNDO DE INVESTIMENTO  MULTIMERCADO;2021-12-31;82246036.65
FI;18.683.863/0001-76;GP INVESTMENTS PVT FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;15529965.40
FI;18.685.539/0001-97;FACHESF DIVIDENDOS FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;15070937.97
FI;18.685.757/0001-21;ABVT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;7705897.76
FI;18.685.779/0001-91;CSHG SEVEN SONS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CRED PRIV IE;2021-12-31;15831595.14
FI;18.686.761/0001-04;PREVIDENCIÁRIO SB MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;251798692.06
FI;18.686.800/0001-73;CERRADO I - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;585710730.71
FI;18.687.858/0001-31;ITAÚ LOYALL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;31310704.12
FI;18.690.918/0001-75;BB AÇÕES DUAL STRATEGY PRIVATE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;82355664.40
FI;18.690.975/0001-54;FUNDO DE INVESTIMENTO MULTIMERCADO KADUCAIO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO;2021-12-31;152309518.37
FI;18.692.758/0001-01;NEWTON MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FI CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;8957988.85
FI;18.692.818/0001-88;RIO NEGRO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;119505813.79
FI;18.692.872/0001-23;TRIUNFO MULTIMERCADO FDO DE INVESTIMENTO EM COTAS DE FDOS DE INVESTIMENTO - INVESTIMENTO NO EXTERIOR;2021-12-31;32590617.87
FI;18.693.570/0001-70;KINEA PRIVATE EQUITY III PVT CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;43771722.36
FI;18.715.625/0001-03;FUNDO DE INVESTIMENTO MULTIMERCADO EXCLUSIVO IMAPAR;2021-12-31;17342432.79
FI;18.715.853/0001-75;GERES FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;7190704358.22
FI;18.716.229/0001-92;MONTEFIORE I FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;149024160.38
FI;18.716.289/0001-05;AMORA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;49590036.66
FI;18.716.322/0001-05;PORTO SEGURO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI;2021-12-31;1115657739.31
FI;18.716.335/0001-76;BWGI VIII FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;96071231.35
FI;18.716.395/0001-99;BOA ESPERANÇA FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;3821958.62
FI;18.716.437/0001-91;BWGI IX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;449885773.29
FI;18.716.479/0001-22;CSHG SAKURA II FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;956317223.69
FI;18.716.552/0001-66;RT FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;218524136.68
FI;18.716.622/0001-86;LUMASIQ FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;31867600.54
FI;18.716.646/0001-35;BWGI V FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;188439280.47
FI;18.716.674/0001-52;BWGI VI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;568197568.02
FI;18.718.832/0001-03;BWGI VII FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;662879623.80
FI;18.719.154/0001-01;PORTO SEGURO FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO;2021-12-31;4136999016.49
FI;18.719.555/0001-53;SANTANDER ICATU SEGUROS ESTRATÉGIA PREVIDENCIÁRIO RENDA FIXA CRÉDITO PRIVADO FI;2021-12-31;1234477.89
FI;18.720.461/0001-02;RASMUSSEN DA SILVA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;40539831.95
FI;18.720.738/0001-99;CENTROPOMUS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;33594648.88
FI;18.731.304/0001-94;CITIPREVI INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;164030015.00
FI;18.746.967/0001-82;GERAL FATO FUNDO DE INVESTIMENTO EM ACÕES;2021-12-31;59534649.34
FI;18.762.865/0001-50;NOVUS CAPITAL MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO ACCESS;2021-12-31;1588026.44
FI;18.764.148/0001-68;SPX RAPTOR CSHG INVESTIMENTO NO EXTERIOR FI  EM COTAS FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;1748309700.42
FI;18.764.158/0001-01;SPX NIMITZ CSHG FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;929996188.24
FI;18.766.367/0001-86;LOTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE;2021-12-31;33178092.23
FI;18.766.441/0001-64;GUIMACK FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;23088725.41
FI;18.766.464/0001-79;FAM ESTRATÉGIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;296257943.93
FI;18.766.488/0001-28;SAFRA PREV MULTIESTRATÉGIA 2 FIC  DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO;2021-12-31;1232338.76
FI;18.770.648/0001-02;SAFRA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES BDR-NÍVEL I;2021-12-31;596451844.12
FI;18.772.220/0001-07;SPX FALCON CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;644124871.40
FI;18.772.243/0001-03;FUNDECO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;17835870.60
FI;18.772.290/0001-57;SOLANA LONG AND SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;599676619.10
FI;18.772.305/0001-87;PUMA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;2214717.23
FI;18.783.169/0001-20;AMJD FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;8426052.88
FI;18.791.266/0001-65;CSHG EC CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;120649478.99
FI;18.799.585/0001-17;MB FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;3313847.34
FI;18.800.010/0001-77;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO BREEZE INVESTIMENTO NO EXTERIOR;2021-12-31;14962677.28
FI;18.800.130/0001-74;VIC GLOBAL RV FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;900893483.96
FI;18.800.360/0001-33;FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO COLINA - INVESTIMENTO NO EXTERIOR;2021-12-31;31183647.10
FI;18.806.057/0001-48;MGA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;7635751.73
FI;18.808.146/0001-23;SAFIRA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;607774308.16
FI;18.808.229/0001-12;BRAIN POWER FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;72808142.40
FI;18.810.555/0001-64;BRADESCO PRIVATE FUND OF FUNDS MACRO FICFI MULTIMERCADO;2021-12-31;382024862.44
FI;18.810.634/0001-75;BRADESCO H FICFI LONGO PRAZO CAMBIAL DÓLAR TOP;2021-12-31;2552487.22
FI;18.810.900/0001-60;BRADESCO H FICFI MULTIMERCADO GLOBAL;2021-12-31;379146321.37
FI;18.812.294/0001-11;PORTUM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;3252072.11
FI;18.813.590/0001-37;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES DIVIDENDOS FPM;2021-12-31;1851649.81
FI;18.814.287/0001-59;FAIRFIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;310592030.57
FI;18.814.940/0001-80;AMCL425 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;29972097.48
FI;18.814.964/0001-39;XP HORIZONTE PREV MASTER FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;4448608421.30
FI;18.814.971/0001-30;A3 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;88736744.22
FI;18.816.175/0001-37;RAFTER FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO;2021-12-31;96404751.61
FI;18.816.393/0001-71;SOLANA LONG AND SHORT FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;660263610.60
FI;18.816.949/0001-20;VINCI HALLEY DE WILLYS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;58854807.96
FI;18.820.025/0001-05;FARO CAPITAL LSR FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;2021-12-31;238213157.24
FI;18.820.070/0001-51;BRADESCO H FICFI RENDA FIXA PGBL/VGBL DEFENSIVO PRIVATE;2021-12-31;1903653.34
FI;18.820.151/0001-51;BNP PARIBAS CAPITAL PROTEGIDO X FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;23402358.49
FI;18.820.168/0001-09;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR CEPM;2021-12-31;26104046.41
FI;18.820.186/0001-90;CITIPREVI INSTITUCIONAL FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;63729970.39
FI;18.820.189/0001-24;BRADESCO H FICFI RENDA FIXA REFERENCIADO DI LONGO PRAZO AMBAR;2021-12-31;82573330.80
FI;18.820.240/0001-06;FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR TIGUAN;2021-12-31;23641621.60
FI;18.821.608/0001-42;METLIFE INFLAÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA PREVIDENCIÁRIO;2021-12-31;40643743.77
FI;18.824.105/0001-20;ZURICH ANGÁ PREVIDENCIARIO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;250070555.33
FI;18.832.847/0001-06;VERSA LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;243128172.82
FI;18.832.869/0001-68;FRONTIER LONG ONLY INSTITUCIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;2257253.68
FI;18.832.871/0001-37;FRONTIER AÇÕES  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;2021-12-31;11773987.42
FI;18.832.911/0001-40;TERTIUS PREV SÃO FRANCISCO CD FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;68011234.65
FI;18.833.014/0001-51;FRONTIER LONG ONLY INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO EM ACOES;2021-12-31;2265211.00
FI;18.839.093/0001-08;BRASILPREV RT LEKA FIC FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;28808234.40
FI;18.847.686/0001-16;ESCALA FI EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR BDR NÍVEL I;2021-12-31;130821936.08
FI;18.848.877/0001-00;OCCAM EQUITY HEDGE BB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;126900422.43
FI;18.848.947/0001-12;CARMEL II FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;27664751.60
FI;18.850.063/0001-00;BRASILPREV RT COLUMBIA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;20189178.05
FI;18.850.074/0001-82;BRASILPREV RT NW FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;44117686.96
FI;18.851.134/0001-81;TEMPLETON GLOBAL TOTAL RETURN FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR;2021-12-31;5411532.78
FI;18.851.159/0001-85;ALOCAÇÃO RENDA VARIÁVEL  MASTER  FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2021-12-31;41564595.59
FI;18.856.011/0001-33;IP 55 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;43325960.36
FI;18.859.632/0001-70;BB ATENAS 17 FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;6180457.16
FI;18.859.863/0001-84;CRONOS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO IE;2021-12-31;8495887.93
FI;18.859.987/0001-60;CAMBOINHAS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;45613272.69
FI;18.860.059/0001-15;ABSOLUTE HEDGE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;450273487.72
FI;18.868.875/0001-75;BB ABMTT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO;2021-12-31;2584276.77
FI;18.868.879/0001-53;BRASILPREV RT WL FIC FI MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;28556519.37
FI;18.869.294/0001-58;LMPAR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;92030061.30
FI;18.872.811/0001-48;CONSTELLATION COMPOUNDERS ESG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2021-12-31;384490395.05
FI;18.879.030/0001-85;PONTA FAM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;3280349.16
FI;18.884.781/0001-90;SICREDI FIC DE FI ESPECIALMENTE CONSTITUÍDOS RENDA FIXA IS PREVIDÊNCIA RESERVA;2021-12-31;825011252.80
FI;18.884.798/0001-47;SICREDI FUNDO DE INVESTIMENTO ESPECIALMENTE CONSTITUÍDO RENDA FIXA IS PREVIDÊNCIA MASTER DI;2021-12-31;1552233312.48
FI;18.884.816/0001-90;SICREDI FUNDO DE INVESTIMENTO ESPECIALMENTE CONSTITUÍDO RENDA FIXA IS PREVIDÊNCIA VALOR INFLAÇÃO;2021-12-31;253645734.36
FI;18.889.810/0001-06;GROU ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2021-12-31;44256052.00
FI;18.897.483/0001-34;ALOCAÇÃO RENDA FIXA MASTER FUNDOS DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO LONGO PRAZO;2021-12-31;13648926.95
FI;18.897.511/0001-13;TERTIUS MODERADO SÃO FRANCISCO CD FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;100736566.96
FI;18.897.562/0001-45;XP ICATU HORIZONTE PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;2021-12-31;2733130132.86
FI;18.908.578/0001-06;MIRAE ASSET FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;44735399.38
FI;18.911.897/0001-70;GAVEA SUL II FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;217920060.26
FI;18.916.308/0001-47;VERDE AM ALLOCATION GLOBAL ALPHA FIC DE FI MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;7025800.05
FI;18.920.608/0001-08;SANTANDER PB CAUIPE MULT CRED PRIV FIC FI;2021-12-31;72387584.80
FI;18.927.174/0001-60;XP ICATU HORIZONTE MACRO PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;199657205.90
FI;18.929.409/0001-52;RONDON FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;-1511325.21
FI;18.929.483/0001-79;AYMORÉ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;13192334.72
FI;18.932.519/0001-73;FONTE NOVA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;11806894.08
FI;18.932.552/0001-01;BRADESCO FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO ADVANCE 1954;2021-12-31;13923767.98
FI;18.936.155/0001-08;MOXUARA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2021-12-31;73237702.94
FI;18.936.180/0001-83;CSHG SAAD FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;89753058.60
FI;18.936.185/0001-06;VECTOR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;73132922.21
FI;18.936.224/0001-75;ESTRATEGIA GANHO DE CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;38947793.13
FI;18.936.227/0001-09;VINCI 112 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;21279155.25
FI;18.936.232/0001-11;ICATU VANGUARDA MIRANTE LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;328875034.18
FI;18.936.235/0001-55;BRADESCO MIRANTE LIQUIDEZ FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;315270486.62
FI;18.937.004/0001-66;MN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;19763245.24
FI;18.945.404/0001-13;SÃO ROQUE ICATU PREVIDENCIÁRIO QUALIFICADO FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;32144612.75
FI;18.954.443/0001-87;VELT GM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;154578636.39
FI;18.956.713/0001-99;BRADESCO PRIVATE FUND OF FUNDS LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO;2021-12-31;147745881.17
FI;18.956.729/0001-00;CTM HEDGE FUNDO DE INVESTIMENTO MULTIMERCADO - LONGO PRAZO;2021-12-31;251424386.86
FI;18.959.094/0001-96;BRADESCO H FUNDO DE INVESTIMENTO MULTIMERCADO BOLSA AMERICANA;2021-12-31;1934263023.30
FI;18.959.265/0001-87;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO CREDIT SELECTION;2021-12-31;15617072.16
FI;18.959.722/0001-33;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA PREVINORTE;2021-12-31;462275056.91
FI;18.961.491/0001-00;XP INVESTOR LONG BIASED FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;559297089.98
FI;18.961.501/0001-08;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO GARDE DUMAS;2021-12-31;402674428.53
FI;18.961.841/0001-20;ICATU VANGUARDA ALM OABPREVSP FUNDO DE INVESTIMENTO RENDA FIXA;2021-12-31;156794183.10
FI;18.963.119/0001-25;BLUE HOUSE FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;16790235.11
FI;18.963.297/0001-56;APC FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;35736626.84
FI;18.969.955/0001-17;BTG PACTUAL DIVIDENDOS MASTER FUNDO DE INVESTIMENTO DE AÇÕES;2021-12-31;87369810.45
FI;18.969.970/0001-65;SOLID FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;10693887.93
FI;18.972.424/0001-83;SEVEN GP7 FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2021-12-31;97724400.13
